[0. 0.],[0.5 0. ],[0.0074401  0.49722573],
[0.25523329 0.18448928],[0.76267339 0.68171501],[0.26267339 0.68171501],
[0.77011349 0.17894073],[0.27011349 0.17894073],[0.77755359 0.67616646],
[0.27755359 0.67616646],[0.78499369 0.17339218],[0.28499369 0.17339218],
[0.7924338  0.67061791],[0.2924338  0.67061791],[0.7998739  0.16784363],
[0.2998739  0.16784363],[0.807314   0.66506936],[0.307314   0.66506936],
[0.8147541  0.16229508],[0.3147541  0.16229508],[0.8221942  0.65952081],
[0.3221942  0.65952081],[0.8296343  0.15674653],[0.3296343  0.15674653],
[0.8370744  0.65397226],[0.3370744  0.65397226],[0.8445145  0.15119798],
[0.3445145  0.15119798],[0.8519546  0.64842371],[0.3519546  0.64842371],
[0.8593947  0.14564943],[0.3593947  0.14564943],[0.8668348  0.64287516],
[0.3668348  0.64287516],[0.87427491 0.14010088],[0.37427491 0.14010088],
[0.88171501 0.63732661],[0.38171501 0.63732661],[0.88915511 0.13455233],
[0.38915511 0.13455233],[0.89659521 0.63177806],[0.39659521 0.63177806],
[0.90403531 0.12900378],[0.40403531 0.12900378],[0.91147541 0.62622951],
[0.41147541 0.62622951],[0.91891551 0.12345523],[0.41891551 0.12345523],
[0.92635561 0.62068096],[0.42635561 0.62068096],[0.93379571 0.11790668],
[0.43379571 0.11790668],[0.94123581 0.61513241],[0.44123581 0.61513241],
[0.94867591 0.11235813],[0.44867591 0.11235813],[0.95611602 0.60958386],
[0.45611602 0.60958386],[0.96355612 0.10680958],[0.46355612 0.10680958],
[0.97099622 0.60403531],[0.47099622 0.60403531],[0.97843632 0.10126103],
[0.47843632 0.10126103],[0.98587642 0.59848676],[0.48587642 0.59848676],
[0.99331652 0.09571248],[0.49331652 0.09571248],[0.00075662 0.59293821],
[0.50075662 0.59293821],[0.00819672 0.09016393],[0.50819672 0.09016393],
[0.01563682 0.58738966],[0.51563682 0.58738966],[0.02307692 0.08461538],
[0.52307692 0.08461538],[0.03051702 0.58184111],[0.53051702 0.58184111],
[0.03795712 0.07906683],[0.53795712 0.07906683],[0.04539723 0.57629256],
[0.54539723 0.57629256],[0.05283733 0.07351828],[0.55283733 0.07351828],
[0.06027743 0.57074401],[0.56027743 0.57074401],[0.06771753 0.06796974],
[0.56771753 0.06796974],[0.07515763 0.56519546],[0.57515763 0.56519546],
[0.08259773 0.06242119],[0.58259773 0.06242119],[0.09003783 0.55964691],
[0.59003783 0.55964691],[0.09747793 0.05687264],[0.59747793 0.05687264],
[0.10491803 0.55409836],[0.60491803 0.55409836],[0.11235813 0.05132409],
[0.61235813 0.05132409],[0.11979823 0.54854981],[0.61979823 0.54854981],
[0.12723834 0.04577554],[0.62723834 0.04577554],[0.13467844 0.54300126],
[0.63467844 0.54300126],[0.14211854 0.04022699],[0.64211854 0.04022699],
[0.14955864 0.53745271],[0.64955864 0.53745271],[0.15699874 0.03467844],
[0.65699874 0.03467844],[0.16443884 0.53190416],[0.66443884 0.53190416],
[0.17187894 0.02912989],[0.67187894 0.02912989],[0.17931904 0.52635561],
[0.67931904 0.52635561],[0.18675914 0.02358134],[0.68675914 0.02358134],
[0.19419924 0.52080706],[0.69419924 0.52080706],[0.20163934 0.01803279],
[0.70163934 0.01803279],[0.20907945 0.51525851],[0.70907945 0.51525851],
[0.21651955 0.01248424],[0.71651955 0.01248424],[0.22395965 0.50970996],
[0.72395965 0.50970996],[0.23139975 0.00693569],[0.73139975 0.00693569],
[0.23883985 0.50416141],[0.73883985 0.50416141],[0.24627995 0.00138714],
[0.74627995 0.00138714],[0.25372005 0.49861286],[0.75372005 0.49861286],
[0.26116015 0.99583859],[0.76116015 0.99583859],[0.26860025 0.49306431],
[0.76860025 0.49306431],[0.27604035 0.99029004],[0.77604035 0.99029004],
[0.28348045 0.48751576],[0.78348045 0.48751576],[0.29092055 0.98474149],
[0.79092055 0.98474149],[0.29836066 0.48196721],[0.79836066 0.48196721],
[0.30580076 0.97919294],[0.80580076 0.97919294],[0.31324086 0.47641866],
[0.81324086 0.47641866],[0.32068096 0.97364439],[0.82068096 0.97364439],
[0.32812106 0.47087011],[0.82812106 0.47087011],[0.33556116 0.96809584],
[0.83556116 0.96809584],[0.34300126 0.46532156],[0.84300126 0.46532156],
[0.35044136 0.96254729],[0.85044136 0.96254729],[0.35788146 0.45977301],
[0.85788146 0.45977301],[0.36532156 0.95699874],[0.86532156 0.95699874],
[0.37276166 0.45422446],[0.87276166 0.45422446],[0.38020177 0.95145019],
[0.88020177 0.95145019],[0.38764187 0.44867591],[0.88764187 0.44867591],
[0.39508197 0.94590164],[0.89508197 0.94590164],[0.40252207 0.44312736],
[0.90252207 0.44312736],[0.40996217 0.94035309],[0.90996217 0.94035309],
[0.41740227 0.43757881],[0.91740227 0.43757881],[0.42484237 0.93480454],
[0.92484237 0.93480454],[0.43228247 0.43203026],[0.93228247 0.43203026],
[0.43972257 0.92925599],[0.93972257 0.92925599],[0.44716267 0.42648172],
[0.94716267 0.42648172],[0.45460277 0.92370744],[0.95460277 0.92370744],
[0.46204288 0.42093317],[0.96204288 0.42093317],[0.46948298 0.91815889],
[0.96948298 0.91815889],[0.47692308 0.41538462],[0.97692308 0.41538462],
[0.48436318 0.91261034],[0.98436318 0.91261034],[0.49180328 0.40983607],
[0.99180328 0.40983607],[0.49924338 0.90706179],[0.99924338 0.90706179],
[0.50668348 0.40428752],[0.00668348 0.40428752],[0.51412358 0.90151324],
[0.01412358 0.90151324],[0.52156368 0.39873897],[0.02156368 0.39873897],
[0.52900378 0.89596469],[0.02900378 0.89596469],[0.53644388 0.39319042],
[0.03644388 0.39319042],[0.54388398 0.89041614],[0.04388398 0.89041614],
[0.55132409 0.38764187],[0.05132409 0.38764187],[0.55876419 0.88486759],
[0.05876419 0.88486759],[0.56620429 0.38209332],[0.06620429 0.38209332],
[0.57364439 0.87931904],[0.07364439 0.87931904],[0.58108449 0.37654477],
[0.08108449 0.37654477],[0.58852459 0.87377049],[0.08852459 0.87377049],
[0.59596469 0.37099622],[0.09596469 0.37099622],[0.60340479 0.86822194],
[0.10340479 0.86822194],[0.61084489 0.36544767],[0.11084489 0.36544767],
[0.61828499 0.86267339],[0.11828499 0.86267339],[0.62572509 0.35989912],
[0.12572509 0.35989912],[0.6331652  0.85712484],[0.1331652  0.85712484],
[0.6406053  0.35435057],[0.1406053  0.35435057],[0.6480454  0.85157629],
[0.1480454  0.85157629],[0.6554855  0.34880202],[0.1554855  0.34880202],
[0.6629256  0.84602774],[0.1629256  0.84602774],[0.6703657  0.34325347],
[0.1703657  0.34325347],[0.6778058  0.84047919],[0.1778058  0.84047919],
[0.6852459  0.33770492],[0.1852459  0.33770492],[0.692686   0.83493064],
[0.192686   0.83493064],[0.7001261  0.33215637],[0.2001261  0.33215637],
[0.7075662  0.82938209],[0.2075662  0.82938209],[0.71500631 0.32660782],
[0.21500631 0.32660782],[0.72244641 0.82383354],[0.22244641 0.82383354],
[0.72988651 0.32105927],[0.22988651 0.32105927],[0.73732661 0.81828499],
[0.23732661 0.81828499],[0.74476671 0.31551072],[0.24476671 0.31551072],
[0.75220681 0.81273644],[0.25220681 0.81273644],[0.75964691 0.30996217],
[0.25964691 0.30996217],[0.76708701 0.80718789],[0.26708701 0.80718789],
[0.77452711 0.30441362],[0.27452711 0.30441362],[0.78196721 0.80163934],
[0.28196721 0.80163934],[0.78940731 0.29886507],[0.28940731 0.29886507],
[0.79684741 0.79609079],[0.29684741 0.79609079],[0.80428752 0.29331652],
[0.30428752 0.29331652],[0.81172762 0.79054224],[0.31172762 0.79054224],
[0.81916772 0.28776797],[0.31916772 0.28776797],[0.82660782 0.78499369],
[0.32660782 0.78499369],[0.83404792 0.28221942],[0.33404792 0.28221942],
[0.84148802 0.77944515],[0.34148802 0.77944515],[0.84892812 0.27667087],
[0.34892812 0.27667087],[0.85636822 0.7738966 ],[0.35636822 0.7738966 ],
[0.86380832 0.27112232],[0.36380832 0.27112232],[0.87124842 0.76834805],
[0.37124842 0.76834805],[0.87868852 0.26557377],[0.37868852 0.26557377],
[0.88612863 0.7627995 ],[0.38612863 0.7627995 ],[0.89356873 0.26002522],
[0.39356873 0.26002522],[0.90100883 0.75725095],[0.40100883 0.75725095],
[0.90844893 0.25447667],[0.40844893 0.25447667],[0.91588903 0.7517024 ],
[0.41588903 0.7517024 ],[0.92332913 0.24892812],[0.42332913 0.24892812],
[0.93076923 0.74615385],[0.43076923 0.74615385],[0.93820933 0.24337957],
[0.43820933 0.24337957],[0.94564943 0.7406053 ],[0.44564943 0.7406053 ],
[0.95308953 0.23783102],[0.45308953 0.23783102],[0.96052963 0.73505675],
[0.46052963 0.73505675],[0.96796974 0.23228247],[0.46796974 0.23228247],
[0.97540984 0.7295082 ],[0.47540984 0.7295082 ],[0.98284994 0.22673392],
[0.48284994 0.22673392],[0.99029004 0.72395965],[0.49029004 0.72395965],
[0.99773014 0.22118537],[0.49773014 0.22118537],[0.00517024 0.7184111 ],
[0.50517024 0.7184111 ],[0.01261034 0.21563682],[0.51261034 0.21563682],
[0.02005044 0.71286255],[0.52005044 0.71286255],[0.02749054 0.21008827],
[0.52749054 0.21008827],[0.03493064 0.707314  ],[0.53493064 0.707314  ],
[0.04237074 0.20453972],[0.54237074 0.20453972],[0.04981084 0.70176545],
[0.54981084 0.70176545],[0.05725095 0.19899117],[0.55725095 0.19899117],
[0.06469105 0.6962169 ],[0.56469105 0.6962169 ],[0.07213115 0.19344262],
[0.57213115 0.19344262],[0.07957125 0.69066835],[0.57957125 0.69066835],
[0.08701135 0.18789407],[0.58701135 0.18789407],[0.09445145 0.6851198 ],
[0.59445145 0.6851198 ],[0.10189155 0.18234552],[0.60189155 0.18234552],
[0.10933165 0.67957125],[0.60933165 0.67957125],[0.11677175 0.17679697],
[0.61677175 0.17679697],[0.12421185 0.6740227 ],[0.62421185 0.6740227 ],
[0.13165195 0.17124842],[0.63165195 0.17124842],[0.13909206 0.66847415],
[0.63909206 0.66847415],[0.14653216 0.16569987],[0.64653216 0.16569987],
[0.15397226 0.6629256 ],[0.65397226 0.6629256 ],[0.16141236 0.16015132],
[0.66141236 0.16015132],[0.16885246 0.65737705],[0.66885246 0.65737705],
[0.17629256 0.15460277],[0.67629256 0.15460277],[0.18373266 0.6518285 ],
[0.68373266 0.6518285 ],[0.19117276 0.14905422],[0.69117276 0.14905422],
[0.19861286 0.64627995],[0.69861286 0.64627995],[0.20605296 0.14350567],
[0.70605296 0.14350567],[0.21349306 0.6407314 ],[0.71349306 0.6407314 ],
[0.22093317 0.13795712],[0.72093317 0.13795712],[0.22837327 0.63518285],
[0.72837327 0.63518285],[0.23581337 0.13240858],[0.73581337 0.13240858],
[0.24325347 0.6296343 ],[0.74325347 0.6296343 ],[0.25069357 0.12686003],
[0.75069357 0.12686003],[0.25813367 0.62408575],[0.75813367 0.62408575],
[0.26557377 0.12131148],[0.76557377 0.12131148],[0.27301387 0.6185372 ],
[0.77301387 0.6185372 ],[0.28045397 0.11576293],[0.78045397 0.11576293],
[0.28789407 0.61298865],[0.78789407 0.61298865],[0.29533417 0.11021438],
[0.79533417 0.11021438],[0.30277427 0.6074401 ],[0.80277427 0.6074401 ],
[0.31021438 0.10466583],[0.81021438 0.10466583],[0.31765448 0.60189155],
[0.81765448 0.60189155],[0.32509458 0.09911728],[0.82509458 0.09911728],
[0.33253468 0.596343  ],[0.83253468 0.596343  ],[0.33997478 0.09356873],
[0.83997478 0.09356873],[0.34741488 0.59079445],[0.84741488 0.59079445],
[0.35485498 0.08802018],[0.85485498 0.08802018],[0.36229508 0.5852459 ],
[0.86229508 0.5852459 ],[0.36973518 0.08247163],[0.86973518 0.08247163],
[0.37717528 0.57969735],[0.87717528 0.57969735],[0.38461538 0.07692308],
[0.88461538 0.07692308],[0.39205549 0.5741488 ],[0.89205549 0.5741488 ],
[0.39949559 0.07137453],[0.89949559 0.07137453],[0.40693569 0.56860025],
[0.90693569 0.56860025],[0.41437579 0.06582598],[0.91437579 0.06582598],
[0.42181589 0.5630517 ],[0.92181589 0.5630517 ],[0.42925599 0.06027743],
[0.92925599 0.06027743],[0.43669609 0.55750315],[0.93669609 0.55750315],
[0.44413619 0.05472888],[0.94413619 0.05472888],[0.45157629 0.5519546 ],
[0.95157629 0.5519546 ],[0.45901639 0.04918033],[0.95901639 0.04918033],
[0.46645649 0.54640605],[0.96645649 0.54640605],[0.4738966  0.04363178],
[0.9738966  0.04363178],[0.4813367 0.5408575],[0.9813367 0.5408575],
[0.4887768  0.03808323],[0.9887768  0.03808323],[0.4962169  0.53530895],
[0.9962169  0.53530895],[0.503657   0.03253468],[0.003657   0.03253468],
[0.5110971 0.5297604],[0.0110971 0.5297604],[0.5185372  0.02698613],
[0.0185372  0.02698613],[0.5259773  0.52421185],[0.0259773  0.52421185],
[0.5334174  0.02143758],[0.0334174  0.02143758],[0.5408575 0.5186633],
[0.0408575 0.5186633],[0.5482976  0.01588903],[0.0482976  0.01588903],
[0.5557377  0.51311475],[0.0557377  0.51311475],[0.56317781 0.01034048],
[0.06317781 0.01034048],[0.57061791 0.5075662 ],[0.07061791 0.5075662 ],
[0.57805801 0.00479193],[0.07805801 0.00479193],[0.58549811 0.50201765],
[0.08549811 0.50201765],[0.59293821 0.99924338],[0.09293821 0.99924338],
[0.60037831 0.4964691 ],[0.10037831 0.4964691 ],[0.60781841 0.99369483],
[0.10781841 0.99369483],[0.61525851 0.49092055],[0.11525851 0.49092055],
[0.62269861 0.98814628],[0.12269861 0.98814628],[0.63013871 0.48537201],
[0.13013871 0.48537201],[0.63757881 0.98259773],[0.13757881 0.98259773],
[0.64501892 0.47982346],[0.14501892 0.47982346],[0.65245902 0.97704918],
[0.15245902 0.97704918],[0.65989912 0.47427491],[0.15989912 0.47427491],
[0.66733922 0.97150063],[0.16733922 0.97150063],[0.67477932 0.46872636],
[0.17477932 0.46872636],[0.68221942 0.96595208],[0.18221942 0.96595208],
[0.68965952 0.46317781],[0.18965952 0.46317781],[0.69709962 0.96040353],
[0.19709962 0.96040353],[0.70453972 0.45762926],[0.20453972 0.45762926],
[0.71197982 0.95485498],[0.21197982 0.95485498],[0.71941992 0.45208071],
[0.21941992 0.45208071],[0.72686003 0.94930643],[0.22686003 0.94930643],
[0.73430013 0.44653216],[0.23430013 0.44653216],[0.74174023 0.94375788],
[0.24174023 0.94375788],[0.74918033 0.44098361],[0.24918033 0.44098361],
[0.75662043 0.93820933],[0.25662043 0.93820933],[0.76406053 0.43543506],
[0.26406053 0.43543506],[0.77150063 0.93266078],[0.27150063 0.93266078],
[0.77894073 0.42988651],[0.27894073 0.42988651],[0.78638083 0.92711223],
[0.28638083 0.92711223],[0.79382093 0.42433796],[0.29382093 0.42433796],
[0.80126103 0.92156368],[0.30126103 0.92156368],[0.80870113 0.41878941],
[0.30870113 0.41878941],[0.81614124 0.91601513],[0.31614124 0.91601513],
[0.82358134 0.41324086],[0.32358134 0.41324086],[0.83102144 0.91046658],
[0.33102144 0.91046658],[0.83846154 0.40769231],[0.33846154 0.40769231],
[0.84590164 0.90491803],[0.34590164 0.90491803],[0.85334174 0.40214376],
[0.35334174 0.40214376],[0.86078184 0.89936948],[0.36078184 0.89936948],
[0.86822194 0.39659521],[0.36822194 0.39659521],[0.87566204 0.89382093],
[0.37566204 0.89382093],[0.88310214 0.39104666],[0.38310214 0.39104666],
[0.89054224 0.88827238],[0.39054224 0.88827238],[0.89798235 0.38549811],
[0.39798235 0.38549811],[0.90542245 0.88272383],[0.40542245 0.88272383],
[0.91286255 0.37994956],[0.41286255 0.37994956],[0.92030265 0.87717528],
[0.42030265 0.87717528],[0.92774275 0.37440101],[0.42774275 0.37440101],
[0.93518285 0.87162673],[0.43518285 0.87162673],[0.94262295 0.36885246],
[0.44262295 0.36885246],[0.95006305 0.86607818],[0.45006305 0.86607818],
[0.95750315 0.36330391],[0.45750315 0.36330391],[0.96494325 0.86052963],
[0.46494325 0.86052963],[0.97238335 0.35775536],[0.47238335 0.35775536],
[0.97982346 0.85498108],[0.47982346 0.85498108],[0.98726356 0.35220681],
[0.48726356 0.35220681],[0.99470366 0.84943253],[0.49470366 0.84943253],
[0.00214376 0.34665826],[0.50214376 0.34665826],[0.00958386 0.84388398],
[0.50958386 0.84388398],[0.01702396 0.34110971],[0.51702396 0.34110971],
[0.02446406 0.83833544],[0.52446406 0.83833544],[0.03190416 0.33556116],
[0.53190416 0.33556116],[0.03934426 0.83278689],[0.53934426 0.83278689],
[0.04678436 0.33001261],[0.54678436 0.33001261],[0.05422446 0.82723834],
[0.55422446 0.82723834],[0.06166456 0.32446406],[0.56166456 0.32446406],
[0.06910467 0.82168979],[0.56910467 0.82168979],[0.07654477 0.31891551],
[0.57654477 0.31891551],[0.08398487 0.81614124],[0.58398487 0.81614124],
[0.09142497 0.31336696],[0.59142497 0.31336696],[0.09886507 0.81059269],
[0.59886507 0.81059269],[0.10630517 0.30781841],[0.60630517 0.30781841],
[0.11374527 0.80504414],[0.61374527 0.80504414],[0.12118537 0.30226986],
[0.62118537 0.30226986],[0.12862547 0.79949559],[0.62862547 0.79949559],
[0.13606557 0.29672131],[0.63606557 0.29672131],[0.14350567 0.79394704],
[0.64350567 0.79394704],[0.15094578 0.29117276],[0.65094578 0.29117276],
[0.15838588 0.78839849],[0.65838588 0.78839849],[0.16582598 0.28562421],
[0.66582598 0.28562421],[0.17326608 0.78284994],[0.67326608 0.78284994],
[0.18070618 0.28007566],[0.68070618 0.28007566],[0.18814628 0.77730139],
[0.68814628 0.77730139],[0.19558638 0.27452711],[0.69558638 0.27452711],
[0.20302648 0.77175284],[0.70302648 0.77175284],[0.21046658 0.26897856],
[0.71046658 0.26897856],[0.21790668 0.76620429],[0.71790668 0.76620429],
[0.22534678 0.26343001],[0.72534678 0.26343001],[0.23278689 0.76065574],
[0.73278689 0.76065574],[0.24022699 0.25788146],[0.74022699 0.25788146],
[0.24766709 0.75510719],[0.74766709 0.75510719],[0.25510719 0.25233291],
[0.75510719 0.25233291],[0.26254729 0.74955864],[0.76254729 0.74955864],
[0.26998739 0.24678436],[0.76998739 0.24678436],[0.27742749 0.74401009],
[0.77742749 0.74401009],[0.28486759 0.24123581],[0.78486759 0.24123581],
[0.29230769 0.73846154],[0.79230769 0.73846154],[0.29974779 0.23568726],
[0.79974779 0.23568726],[0.30718789 0.73291299],[0.80718789 0.73291299],
[0.31462799 0.23013871],[0.81462799 0.23013871],[0.3220681  0.72736444],
[0.8220681  0.72736444],[0.3295082  0.22459016],[0.8295082  0.22459016],
[0.3369483  0.72181589],[0.8369483  0.72181589],[0.3443884  0.21904161],
[0.8443884  0.21904161],[0.3518285  0.71626734],[0.8518285  0.71626734],
[0.3592686  0.21349306],[0.8592686  0.21349306],[0.3667087  0.71071879],
[0.8667087  0.71071879],[0.3741488  0.20794451],[0.8741488  0.20794451],
[0.3815889  0.70517024],[0.8815889  0.70517024],[0.389029   0.20239596],
[0.889029   0.20239596],[0.3964691  0.69962169],[0.8964691  0.69962169],
[0.40390921 0.19684741],[0.90390921 0.19684741],[0.41134931 0.69407314],
[0.91134931 0.69407314],[0.41878941 0.19129887],[0.91878941 0.19129887],
[0.42622951 0.68852459],[0.92622951 0.68852459],[0.43366961 0.18575032],
[0.93366961 0.18575032],[0.44110971 0.68297604],[0.94110971 0.68297604],
[0.44854981 0.18020177],[0.94854981 0.18020177],[0.45598991 0.67742749],
[0.95598991 0.67742749],[0.46343001 0.17465322],[0.96343001 0.17465322],
[0.47087011 0.67187894],[0.97087011 0.67187894],[0.47831021 0.16910467],
[0.97831021 0.16910467],[0.48575032 0.66633039],[0.98575032 0.66633039],
[0.49319042 0.16355612],[0.99319042 0.16355612],[0.50063052 0.66078184],
[6.30517024e-04 6.60781841e-01],[0.50807062 0.15800757],[0.00807062 0.15800757],
[0.51551072 0.65523329],[0.01551072 0.65523329],[0.52295082 0.15245902],
[0.02295082 0.15245902],[0.53039092 0.64968474],[0.03039092 0.64968474],
[0.53783102 0.14691047],[0.03783102 0.14691047],[0.54527112 0.64413619],
[0.04527112 0.64413619],[0.55271122 0.14136192],[0.05271122 0.14136192],
[0.56015132 0.63858764],[0.06015132 0.63858764],[0.56759142 0.13581337],
[0.06759142 0.13581337],[0.57503153 0.63303909],[0.07503153 0.63303909],
[0.58247163 0.13026482],[0.08247163 0.13026482],[0.58991173 0.62749054],
[0.08991173 0.62749054],[0.59735183 0.12471627],[0.09735183 0.12471627],
[0.60479193 0.62194199],[0.10479193 0.62194199],[0.61223203 0.11916772],
[0.11223203 0.11916772],[0.61967213 0.61639344],[0.11967213 0.61639344],
[0.62711223 0.11361917],[0.12711223 0.11361917],[0.63455233 0.61084489],
[0.13455233 0.61084489],[0.64199243 0.10807062],[0.14199243 0.10807062],
[0.64943253 0.60529634],[0.14943253 0.60529634],[0.65687264 0.10252207],
[0.15687264 0.10252207],[0.66431274 0.59974779],[0.16431274 0.59974779],
[0.67175284 0.09697352],[0.17175284 0.09697352],[0.67919294 0.59419924],
[0.17919294 0.59419924],[0.68663304 0.09142497],[0.18663304 0.09142497],
[0.69407314 0.58865069],[0.19407314 0.58865069],[0.70151324 0.08587642],
[0.20151324 0.08587642],[0.70895334 0.58310214],[0.20895334 0.58310214],
[0.71639344 0.08032787],[0.21639344 0.08032787],[0.72383354 0.57755359],
[0.22383354 0.57755359],[0.73127364 0.07477932],[0.23127364 0.07477932],
[0.73871375 0.57200504],[0.23871375 0.57200504],[0.74615385 0.06923077],
[0.24615385 0.06923077],[0.75359395 0.56645649],[0.25359395 0.56645649],
[0.76103405 0.06368222],[0.26103405 0.06368222],[0.76847415 0.56090794],
[0.26847415 0.56090794],[0.77591425 0.05813367],[0.27591425 0.05813367],
[0.78335435 0.55535939],[0.28335435 0.55535939],[0.79079445 0.05258512],
[0.29079445 0.05258512],[0.79823455 0.54981084],[0.29823455 0.54981084],
[0.80567465 0.04703657],[0.30567465 0.04703657],[0.81311475 0.5442623 ],
[0.31311475 0.5442623 ],[0.82055485 0.04148802],[0.32055485 0.04148802],
[0.82799496 0.53871375],[0.32799496 0.53871375],[0.83543506 0.03593947],
[0.33543506 0.03593947],[0.84287516 0.5331652 ],[0.34287516 0.5331652 ],
[0.85031526 0.03039092],[0.35031526 0.03039092],[0.85775536 0.52761665],
[0.35775536 0.52761665],[0.86519546 0.02484237],[0.36519546 0.02484237],
[0.87263556 0.5220681 ],[0.37263556 0.5220681 ],[0.88007566 0.01929382],
[0.38007566 0.01929382],[0.88751576 0.51651955],[0.38751576 0.51651955],
[0.89495586 0.01374527],[0.39495586 0.01374527],[0.90239596 0.510971  ],
[0.40239596 0.510971  ],[0.90983607 0.00819672],[0.40983607 0.00819672],
[0.91727617 0.50542245],[0.41727617 0.50542245],[0.92471627 0.00264817],
[0.42471627 0.00264817],[0.93215637 0.4998739 ],[0.43215637 0.4998739 ],
[0.93959647 0.99709962],[0.43959647 0.99709962],[0.94703657 0.49432535],
[0.44703657 0.49432535],[0.95447667 0.99155107],[0.45447667 0.99155107],
[0.96191677 0.4887768 ],[0.46191677 0.4887768 ],[0.96935687 0.98600252],
[0.46935687 0.98600252],[0.97679697 0.48322825],[0.47679697 0.48322825],
[0.98423707 0.98045397],[0.48423707 0.98045397],[0.99167718 0.4776797 ],
[0.49167718 0.4776797 ],[0.99911728 0.97490542],[0.49911728 0.97490542],
[0.00655738 0.47213115],[0.50655738 0.47213115],[0.01399748 0.96935687],
[0.51399748 0.96935687],[0.02143758 0.4665826 ],[0.52143758 0.4665826 ],
[0.02887768 0.96380832],[0.52887768 0.96380832],[0.03631778 0.46103405],
[0.53631778 0.46103405],[0.04375788 0.95825977],[0.54375788 0.95825977],
[0.05119798 0.4554855 ],[0.55119798 0.4554855 ],[0.05863808 0.95271122],
[0.55863808 0.95271122],[0.06607818 0.44993695],[0.56607818 0.44993695],
[0.07351828 0.94716267],[0.57351828 0.94716267],[0.08095839 0.4443884 ],
[0.58095839 0.4443884 ],[0.08839849 0.94161412],[0.58839849 0.94161412],
[0.09583859 0.43883985],[0.59583859 0.43883985],[0.10327869 0.93606557],
[0.60327869 0.93606557],[0.11071879 0.4332913 ],[0.61071879 0.4332913 ],
[0.11815889 0.93051702],[0.61815889 0.93051702],[0.12559899 0.42774275],
[0.62559899 0.42774275],[0.13303909 0.92496847],[0.63303909 0.92496847],
[0.14047919 0.4221942 ],[0.64047919 0.4221942 ],[0.14791929 0.91941992],
[0.64791929 0.91941992],[0.15535939 0.41664565],[0.65535939 0.41664565],
[0.1627995  0.91387137],[0.6627995  0.91387137],[0.1702396 0.4110971],
[0.6702396 0.4110971],[0.1776797  0.90832282],[0.6776797  0.90832282],
[0.1851198  0.40554855],[0.6851198  0.40554855],[0.1925599  0.90277427],
[0.6925599  0.90277427],[0.2 0.4],[0.7 0.4],
[0.2074401  0.89722573],[0.7074401  0.89722573],[0.2148802  0.39445145],
[0.7148802  0.39445145],[0.2223203  0.89167718],[0.7223203  0.89167718],
[0.2297604 0.3889029],[0.7297604 0.3889029],[0.2372005  0.88612863],
[0.7372005  0.88612863],[0.24464061 0.38335435],[0.74464061 0.38335435],
[0.25208071 0.88058008],[0.75208071 0.88058008],[0.25952081 0.3778058 ],
[0.75952081 0.3778058 ],[0.26696091 0.87503153],[0.76696091 0.87503153],
[0.27440101 0.37225725],[0.77440101 0.37225725],[0.28184111 0.86948298],
[0.78184111 0.86948298],[0.28928121 0.3667087 ],[0.78928121 0.3667087 ],
[0.29672131 0.86393443],[0.79672131 0.86393443],[0.30416141 0.36116015],
[0.80416141 0.36116015],[0.31160151 0.85838588],[0.81160151 0.85838588],
[0.31904161 0.3556116 ],[0.81904161 0.3556116 ],[0.32648172 0.85283733],
[0.82648172 0.85283733],[0.33392182 0.35006305],[0.83392182 0.35006305],
[0.34136192 0.84728878],[0.84136192 0.84728878],[0.34880202 0.3445145 ],
[0.84880202 0.3445145 ],[0.35624212 0.84174023],[0.85624212 0.84174023],
[0.36368222 0.33896595],[0.86368222 0.33896595],[0.37112232 0.83619168],
[0.87112232 0.83619168],[0.37856242 0.3334174 ],[0.87856242 0.3334174 ],
[0.38600252 0.83064313],[0.88600252 0.83064313],[0.39344262 0.32786885],
[0.89344262 0.32786885],[0.40088272 0.82509458],[0.90088272 0.82509458],
[0.40832282 0.3223203 ],[0.90832282 0.3223203 ],[0.41576293 0.81954603],
[0.91576293 0.81954603],[0.42320303 0.31677175],[0.92320303 0.31677175],
[0.43064313 0.81399748],[0.93064313 0.81399748],[0.43808323 0.3112232 ],
[0.93808323 0.3112232 ],[0.44552333 0.80844893],[0.94552333 0.80844893],
[0.45296343 0.30567465],[0.95296343 0.30567465],[0.46040353 0.80290038],
[0.96040353 0.80290038],[0.46784363 0.3001261 ],[0.96784363 0.3001261 ],
[0.47528373 0.79735183],[0.97528373 0.79735183],[0.48272383 0.29457755],
[0.98272383 0.29457755],[0.49016393 0.79180328],[0.99016393 0.79180328],
[0.49760404 0.289029  ],[0.99760404 0.289029  ],[0.50504414 0.78625473],
[0.00504414 0.78625473],[0.51248424 0.28348045],[0.01248424 0.28348045],
[0.51992434 0.78070618],[0.01992434 0.78070618],[0.52736444 0.2779319 ],
[0.02736444 0.2779319 ],[0.53480454 0.77515763],[0.03480454 0.77515763],
[0.54224464 0.27238335],[0.04224464 0.27238335],[0.54968474 0.76960908],
[0.04968474 0.76960908],[0.55712484 0.2668348 ],[0.05712484 0.2668348 ],
[0.56456494 0.76406053],[0.06456494 0.76406053],[0.57200504 0.26128625],
[0.07200504 0.26128625],[0.57944515 0.75851198],[0.07944515 0.75851198],
[0.58688525 0.2557377 ],[0.08688525 0.2557377 ],[0.59432535 0.75296343],
[0.09432535 0.75296343],[0.60176545 0.25018916],[0.10176545 0.25018916],
